departamento,cultivo,anio,periodo,area_sembrada,area_cosechada,produccion,rendimiento,ciclo_cultivo
antioquia,maiz,2011,2011A,13.0,13.0,15.0,1.2,transitorio
antioquia,maiz,2011,2011A,12.0,11.0,11.0,1.0,transitorio
antioquia,maiz,2011,2011A,11.0,11.0,14.0,1.3,transitorio
antioquia,maiz,2011,2011A,11.0,7.0,6.0,0.91,transitorio
antioquia,maiz,2011,2011A,10.0,10.0,15.0,1.5,transitorio
antioquia,maiz,2011,2011A,10.0,10.0,15.0,1.5,transitorio
antioquia,maiz,2011,2011A,10.0,8.0,6.0,0.8,transitorio
antioquia,maiz,2011,2011A,7.0,7.0,7.0,1.0,transitorio
antioquia,maiz,2011,2011A,5.0,5.0,6.0,1.1,transitorio
antioquia,maiz,2011,2011A,4.0,4.0,8.0,2.0,transitorio
antioquia,maiz,2011,2011A,4.0,4.0,8.0,2.0,transitorio
antioquia,maiz,2011,2011A,4.0,3.0,5.0,1.61,transitorio
antioquia,maiz,2011,2011A,3.0,3.0,2.0,0.7,transitorio
antioquia,maiz,2011,2011A,2.0,2.0,3.0,2.0,transitorio
arauca,maiz,2011,2011A,4750.0,4700.0,7990.0,1.7,transitorio
arauca,maiz,2011,2011A,3450.0,3400.0,4080.0,1.2,transitorio
arauca,maiz,2011,2011A,2600.0,2580.0,4902.0,1.9,transitorio
arauca,maiz,2011,2011A,1150.0,1140.0,1710.0,1.5,transitorio
arauca,maiz,2011,2011A,940.0,935.0,1496.0,1.6,transitorio
arauca,maiz,2011,2011A,120.0,110.0,121.0,1.1,transitorio
arauca,maiz,2011,2011A,55.0,53.0,58.0,1.1,transitorio
atlantico,maiz,2011,2011A,1920.0,1530.0,1224.0,0.8,transitorio
atlantico,maiz,2011,2011A,741.0,0.0,0.0,,transitorio
atlantico,maiz,2011,2011A,470.0,414.0,484.0,1.17,transitorio
atlantico,maiz,2011,2011A,400.0,380.0,760.0,2.0,transitorio
atlantico,maiz,2011,2011A,383.0,153.0,168.0,1.1,transitorio
atlantico,maiz,2011,2011A,355.0,300.0,300.0,1.0,transitorio
atlantico,maiz,2011,2011A,280.0,260.0,208.0,0.8,transitorio
atlantico,maiz,2011,2011A,250.0,60.0,48.0,0.8,transitorio
atlantico,maiz,2011,2011A,245.0,149.0,208.0,1.4,transitorio
atlantico,maiz,2011,2011A,190.0,185.0,211.0,1.14,transitorio
atlantico,maiz,2011,2011A,138.0,129.0,103.0,0.8,transitorio
atlantico,maiz,2011,2011A,135.0,100.0,80.0,0.8,transitorio
atlantico,maiz,2011,2011A,125.0,105.0,105.0,1.0,transitorio
atlantico,maiz,2011,2011A,120.0,70.0,70.0,1.0,transitorio
atlantico,maiz,2011,2011A,100.0,80.0,64.0,0.8,transitorio
atlantico,maiz,2011,2011A,60.0,15.0,27.0,1.86,transitorio
atlantico,maiz,2011,2011A,50.0,45.0,27.0,0.6,transitorio
atlantico,maiz,2011,2011A,23.0,13.0,14.0,1.1,transitorio
atlantico,maiz,2011,2011A,15.0,14.0,11.0,0.8,transitorio
bolivar,maiz,2011,2011A,6000.0,6000.0,9000.0,1.5,transitorio
bolivar,maiz,2011,2011A,3858.0,610.0,875.0,1.43,transitorio
bolivar,maiz,2011,2011A,3600.0,3600.0,5400.0,1.5,transitorio
bolivar,maiz,2011,2011A,2350.0,2000.0,2400.0,1.2,transitorio
bolivar,maiz,2011,2011A,2150.0,1700.0,1700.0,1.0,transitorio
bolivar,maiz,2011,2011A,1800.0,900.0,1620.0,1.8,transitorio
bolivar,maiz,2011,2011A,1800.0,1600.0,2400.0,1.5,transitorio
bolivar,maiz,2011,2011A,1800.0,1700.0,1360.0,0.8,transitorio
bolivar,maiz,2011,2011A,1750.0,1120.0,1680.0,1.5,transitorio
bolivar,maiz,2011,2011A,1650.0,1420.0,2130.0,1.5,transitorio
bolivar,maiz,2011,2011A,1500.0,1110.0,1550.0,1.4,transitorio
bolivar,maiz,2011,2011A,1235.0,980.0,1470.0,1.5,transitorio
bolivar,maiz,2011,2011A,1200.0,1200.0,1800.0,1.5,transitorio
bolivar,maiz,2011,2011A,1200.0,1020.0,1530.0,1.5,transitorio
bolivar,maiz,2011,2011A,1000.0,1000.0,1500.0,1.5,transitorio
bolivar,maiz,2011,2011A,960.0,760.0,1140.0,1.5,transitorio
bolivar,maiz,2011,2011A,812.0,812.0,1329.0,1.64,transitorio
bolivar,maiz,2011,2011A,800.0,800.0,800.0,1.0,transitorio
bolivar,maiz,2011,2011A,750.0,702.0,702.0,1.0,transitorio
bolivar,maiz,2011,2011A,700.0,700.0,600.0,0.86,transitorio
bolivar,maiz,2011,2011A,700.0,670.0,1005.0,1.5,transitorio
bolivar,maiz,2011,2011A,700.0,600.0,720.0,1.2,transitorio
bolivar,maiz,2011,2011A,650.0,550.0,770.0,1.4,transitorio
bolivar,maiz,2011,2011A,620.0,620.0,992.0,1.6,transitorio
bolivar,maiz,2011,2011A,600.0,600.0,1200.0,2.0,transitorio
bolivar,maiz,2011,2011A,500.0,420.0,676.0,1.61,transitorio
bolivar,maiz,2011,2011A,450.0,435.0,696.0,1.6,transitorio
bolivar,maiz,2011,2011A,435.0,415.0,507.0,1.22,transitorio
bolivar,maiz,2011,2011A,380.0,350.0,420.0,1.2,transitorio
bolivar,maiz,2011,2011A,380.0,300.0,450.0,1.5,transitorio
bolivar,maiz,2011,2011A,370.0,350.0,455.0,1.3,transitorio
bolivar,maiz,2011,2011A,250.0,90.0,167.0,1.86,transitorio
bolivar,maiz,2011,2011A,220.0,160.0,160.0,1.0,transitorio
bolivar,maiz,2011,2011A,200.0,130.0,156.0,1.2,transitorio
bolivar,maiz,2011,2011A,130.0,90.0,135.0,1.5,transitorio
bolivar,maiz,2011,2011A,120.0,50.0,65.0,1.3,transitorio
bolivar,maiz,2011,2011A,100.0,100.0,110.0,1.1,transitorio
bolivar,maiz,2011,2011A,100.0,20.0,30.0,1.5,transitorio
bolivar,maiz,2011,2011A,100.0,15.0,23.0,1.53,transitorio
bolivar,maiz,2011,2011A,80.0,40.0,40.0,1.0,transitorio
bolivar,maiz,2011,2011A,65.0,35.0,49.0,1.4,transitorio
bolivar,maiz,2011,2011A,55.0,45.0,50.0,1.11,transitorio
bolivar,maiz,2011,2011A,50.0,40.0,60.0,1.5,transitorio
bolivar,maiz,2011,2011A,30.0,15.0,17.0,1.1,transitorio
boyaca,maiz,2011,2011A,1661.0,1386.0,2356.0,1.7,transitorio
boyaca,maiz,2011,2011A,507.0,507.0,862.0,1.7,transitorio
boyaca,maiz,2011,2011A,423.0,381.0,225.0,0.59,transitorio
boyaca,maiz,2011,2011A,325.0,165.0,80.0,0.48,transitorio
boyaca,maiz,2011,2011A,265.0,243.0,535.0,2.2,transitorio
boyaca,maiz,2011,2011A,250.0,220.0,440.0,2.0,transitorio
boyaca,maiz,2011,2011A,243.0,204.0,204.0,1.0,transitorio
boyaca,maiz,2011,2011A,243.0,243.0,243.0,1.0,transitorio
boyaca,maiz,2011,2011A,190.0,190.0,342.0,1.8,transitorio
boyaca,maiz,2011,2011A,180.0,70.0,140.0,2.0,transitorio
boyaca,maiz,2011,2011A,169.0,169.0,203.0,1.2,transitorio
boyaca,maiz,2011,2011A,160.0,160.0,320.0,2.0,transitorio
boyaca,maiz,2011,2011A,159.0,122.0,195.0,1.6,transitorio
boyaca,maiz,2011,2011A,155.0,128.0,222.0,1.73,transitorio
boyaca,maiz,2011,2011A,148.0,137.0,206.0,1.5,transitorio
boyaca,maiz,2011,2011A,142.0,116.0,175.0,1.5,transitorio
boyaca,maiz,2011,2011A,140.0,138.0,207.0,1.5,transitorio
boyaca,maiz,2011,2011A,132.0,125.0,75.0,0.6,transitorio
boyaca,maiz,2011,2011A,127.0,110.0,110.0,1.0,transitorio
boyaca,maiz,2011,2011A,122.0,116.0,162.0,1.4,transitorio
boyaca,maiz,2011,2011A,120.0,90.0,72.0,0.8,transitorio
boyaca,maiz,2011,2011A,120.0,112.0,151.0,1.35,transitorio
boyaca,maiz,2011,2011A,116.0,116.0,162.0,1.4,transitorio
boyaca,maiz,2011,2011A,106.0,98.0,111.0,1.13,transitorio
boyaca,maiz,2011,2011A,104.0,104.0,187.0,1.8,transitorio
boyaca,maiz,2011,2011A,100.0,97.0,92.0,0.95,transitorio
boyaca,maiz,2011,2011A,100.0,30.0,36.0,1.2,transitorio
boyaca,maiz,2011,2011A,100.0,100.0,150.0,1.5,transitorio
boyaca,maiz,2011,2011A,100.0,90.0,122.0,1.35,transitorio
boyaca,maiz,2011,2011A,100.0,100.0,200.0,2.0,transitorio
boyaca,maiz,2011,2011A,100.0,100.0,150.0,1.5,transitorio
boyaca,maiz,2011,2011A,100.0,100.0,170.0,1.7,transitorio
boyaca,maiz,2011,2011A,100.0,60.0,126.0,2.1,transitorio
boyaca,maiz,2011,2011A,90.0,70.0,140.0,2.0,transitorio
boyaca,maiz,2011,2011A,90.0,85.0,170.0,2.0,transitorio
boyaca,maiz,2011,2011A,90.0,90.0,45.0,0.5,transitorio
boyaca,maiz,2011,2011A,85.0,79.0,63.0,0.8,transitorio
boyaca,maiz,2011,2011A,85.0,85.0,94.0,1.1,transitorio
boyaca,maiz,2011,2011A,80.0,50.0,100.0,2.0,transitorio
boyaca,maiz,2011,2011A,80.0,80.0,80.0,1.0,transitorio
boyaca,maiz,2011,2011A,74.0,74.0,148.0,2.0,transitorio
boyaca,maiz,2011,2011A,74.0,74.0,59.0,0.8,transitorio
boyaca,maiz,2011,2011A,74.0,74.0,89.0,1.2,transitorio
boyaca,maiz,2011,2011A,70.0,69.0,83.0,1.2,transitorio
boyaca,maiz,2011,2011A,64.0,64.0,51.0,0.8,transitorio
boyaca,maiz,2011,2011A,63.0,63.0,63.0,1.0,transitorio
boyaca,maiz,2011,2011A,62.0,60.0,81.0,1.35,transitorio
boyaca,maiz,2011,2011A,60.0,55.0,110.0,2.0,transitorio
boyaca,maiz,2011,2011A,60.0,27.0,49.0,1.8,transitorio
boyaca,maiz,2011,2011A,58.0,58.0,70.0,1.2,transitorio
boyaca,maiz,2011,2011A,53.0,53.0,80.0,1.5,transitorio
boyaca,maiz,2011,2011A,53.0,48.0,58.0,1.2,transitorio
boyaca,maiz,2011,2011A,53.0,53.0,66.0,1.25,transitorio
boyaca,maiz,2011,2011A,51.0,49.0,73.0,1.5,transitorio
boyaca,maiz,2011,2011A,50.0,40.0,74.0,1.85,transitorio
boyaca,maiz,2011,2011A,48.0,45.0,45.0,1.0,transitorio
boyaca,maiz,2011,2011A,44.0,44.0,44.0,1.0,transitorio
boyaca,maiz,2011,2011A,44.0,44.0,66.0,1.5,transitorio
boyaca,maiz,2011,2011A,42.0,40.0,60.0,1.5,transitorio
boyaca,maiz,2011,2011A,42.0,40.0,72.0,1.8,transitorio
boyaca,maiz,2011,2011A,42.0,42.0,42.0,1.0,transitorio
boyaca,maiz,2011,2011A,40.0,30.0,63.0,2.1,transitorio
boyaca,maiz,2011,2011A,39.0,39.0,78.0,2.0,transitorio
boyaca,maiz,2011,2011A,37.0,37.0,26.0,0.7,transitorio
boyaca,maiz,2011,2011A,35.0,35.0,88.0,2.5,transitorio
boyaca,maiz,2011,2011A,32.0,30.0,30.0,1.0,transitorio
boyaca,maiz,2011,2011A,32.0,30.0,56.0,1.9,transitorio
boyaca,maiz,2011,2011A,32.0,30.0,30.0,1.0,transitorio
boyaca,maiz,2011,2011A,32.0,32.0,48.0,1.5,transitorio
boyaca,maiz,2011,2011A,31.0,28.0,48.0,1.73,transitorio
boyaca,maiz,2011,2011A,31.0,28.0,17.0,0.6,transitorio
boyaca,maiz,2011,2011A,30.0,30.0,54.0,1.8,transitorio
boyaca,maiz,2011,2011A,30.0,27.0,22.0,0.8,transitorio
boyaca,maiz,2011,2011A,30.0,30.0,69.0,2.3,transitorio
boyaca,maiz,2011,2011A,30.0,30.0,45.0,1.5,transitorio
boyaca,maiz,2011,2011A,30.0,29.0,58.0,2.0,transitorio
boyaca,maiz,2011,2011A,26.0,26.0,66.0,2.5,transitorio
boyaca,maiz,2011,2011A,26.0,26.0,34.0,1.3,transitorio
boyaca,maiz,2011,2011A,23.0,10.0,4.0,0.4,transitorio
boyaca,maiz,2011,2011A,21.0,19.0,29.0,1.5,transitorio
boyaca,maiz,2011,2011A,20.0,19.0,10.0,0.5,transitorio
boyaca,maiz,2011,2011A,20.0,10.0,4.0,0.4,transitorio
boyaca,maiz,2011,2011A,20.0,20.0,8.0,0.4,transitorio
boyaca,maiz,2011,2011A,20.0,20.0,10.0,0.5,transitorio
boyaca,maiz,2011,2011A,20.0,19.0,19.0,1.0,transitorio
boyaca,maiz,2011,2011A,20.0,15.0,21.0,1.4,transitorio
boyaca,maiz,2011,2011A,20.0,15.0,21.0,1.4,transitorio
boyaca,maiz,2011,2011A,20.0,16.0,16.0,1.0,transitorio
boyaca,maiz,2011,2011A,19.0,19.0,21.0,1.1,transitorio
boyaca,maiz,2011,2011A,18.0,14.0,14.0,1.0,transitorio
boyaca,maiz,2011,2011A,17.0,11.0,7.0,0.63,transitorio
boyaca,maiz,2011,2011A,17.0,11.0,12.0,1.1,transitorio
boyaca,maiz,2011,2011A,15.0,15.0,32.0,2.1,transitorio
boyaca,maiz,2011,2011A,15.0,13.0,18.0,1.35,transitorio
boyaca,maiz,2011,2011A,15.0,7.0,10.0,1.4,transitorio
boyaca,maiz,2011,2011A,14.0,13.0,18.0,1.4,transitorio
boyaca,maiz,2011,2011A,11.0,10.0,12.0,1.22,transitorio
boyaca,maiz,2011,2011A,11.0,7.0,9.0,1.2,transitorio
boyaca,maiz,2011,2011A,10.0,8.0,7.0,0.9,transitorio
boyaca,maiz,2011,2011A,10.0,8.0,2.0,0.2,transitorio
boyaca,maiz,2011,2011A,9.0,8.0,8.0,1.0,transitorio
boyaca,maiz,2011,2011A,6.0,6.0,13.0,2.0,transitorio
boyaca,maiz,2011,2011A,6.0,6.0,4.0,0.6,transitorio
boyaca,maiz,2011,2011A,6.0,6.0,6.0,1.0,transitorio
boyaca,maiz,2011,2011A,5.0,5.0,4.0,0.8,transitorio
boyaca,maiz,2011,2011A,3.0,3.0,3.0,1.2,transitorio
boyaca,maiz,2011,2011A,2.0,2.0,2.0,0.8,transitorio
caldas,maiz,2011,2011A,220.0,200.0,320.0,1.6,transitorio
caldas,maiz,2011,2011A,150.0,150.0,450.0,3.0,transitorio
caldas,maiz,2011,2011A,142.0,120.0,290.0,2.42,transitorio
caldas,maiz,2011,2011A,70.0,60.0,90.0,1.5,transitorio
caldas,maiz,2011,2011A,46.0,38.0,91.0,2.4,transitorio
caldas,maiz,2011,2011A,45.0,45.0,135.0,3.0,transitorio
caldas,maiz,2011,2011A,42.0,28.0,17.0,0.59,transitorio
caldas,maiz,2011,2011A,32.0,32.0,80.0,2.5,transitorio
caldas,maiz,2011,2011A,30.0,25.0,75.0,3.0,transitorio
caldas,maiz,2011,2011A,20.0,18.0,23.0,1.25,transitorio
caldas,maiz,2011,2011A,20.0,15.0,45.0,3.0,transitorio
caldas,maiz,2011,2011A,20.0,20.0,36.0,1.8,transitorio
caldas,maiz,2011,2011A,12.0,8.0,8.0,1.05,transitorio
caldas,maiz,2011,2011A,8.0,8.0,12.0,1.5,transitorio
caldas,maiz,2011,2011A,5.0,4.0,9.0,2.01,transitorio
caldas,maiz,2011,2011A,4.0,4.0,8.0,2.0,transitorio
caqueta,maiz,2011,2011A,1700.0,1650.0,2567.0,1.56,transitorio
caqueta,maiz,2011,2011A,1000.0,800.0,800.0,1.0,transitorio
caqueta,maiz,2011,2011A,900.0,800.0,800.0,1.0,transitorio
caqueta,maiz,2011,2011A,330.0,310.0,465.0,1.5,transitorio
caqueta,maiz,2011,2011A,320.0,300.0,600.0,2.0,transitorio
caqueta,maiz,2011,2011A,300.0,270.0,216.0,0.8,transitorio
caqueta,maiz,2011,2011A,230.0,230.0,230.0,1.0,transitorio
caqueta,maiz,2011,2011A,180.0,175.0,193.0,1.1,transitorio
caqueta,maiz,2011,2011A,155.0,150.0,150.0,1.0,transitorio
caqueta,maiz,2011,2011A,110.0,95.0,95.0,1.0,transitorio
caqueta,maiz,2011,2011A,92.0,75.0,68.0,0.9,transitorio
caqueta,maiz,2011,2011A,80.0,72.0,72.0,1.0,transitorio
caqueta,maiz,2011,2011A,80.0,70.0,70.0,1.0,transitorio
caqueta,maiz,2011,2011A,10.0,8.0,8.0,1.0,transitorio
casanare,maiz,2011,2011A,329.0,320.0,384.0,1.2,transitorio
casanare,maiz,2011,2011A,260.0,220.0,264.0,1.2,transitorio
casanare,maiz,2011,2011A,250.0,110.0,121.0,1.1,transitorio
casanare,maiz,2011,2011A,180.0,168.0,364.0,2.17,transitorio
casanare,maiz,2011,2011A,160.0,150.0,240.0,1.6,transitorio
casanare,maiz,2011,2011A,150.0,150.0,210.0,1.4,transitorio
casanare,maiz,2011,2011A,150.0,100.0,200.0,2.0,transitorio
casanare,maiz,2011,2011A,148.0,148.0,178.0,1.2,transitorio
casanare,maiz,2011,2011A,138.0,138.0,216.0,1.57,transitorio
casanare,maiz,2011,2011A,125.0,125.0,125.0,1.0,transitorio
casanare,maiz,2011,2011A,100.0,100.0,230.0,2.3,transitorio
casanare,maiz,2011,2011A,100.0,50.0,75.0,1.5,transitorio
casanare,maiz,2011,2011A,60.0,60.0,78.0,1.3,transitorio
casanare,maiz,2011,2011A,50.0,48.0,96.0,2.0,transitorio
casanare,maiz,2011,2011A,25.0,25.0,44.0,1.75,transitorio
casanare,maiz,2011,2011A,14.0,14.0,21.0,1.5,transitorio
cauca,maiz,2011,2011A,800.0,300.0,300.0,1.0,transitorio
cauca,maiz,2011,2011A,700.0,330.0,280.0,0.85,transitorio
cauca,maiz,2011,2011A,280.0,280.0,252.0,0.9,transitorio
cauca,maiz,2011,2011A,227.0,217.0,222.0,1.02,transitorio
cauca,maiz,2011,2011A,150.0,128.0,179.0,1.4,transitorio
cauca,maiz,2011,2011A,150.0,140.0,210.0,1.5,transitorio
cauca,maiz,2011,2011A,105.0,100.0,120.0,1.2,transitorio
cauca,maiz,2011,2011A,100.0,90.0,135.0,1.5,transitorio
cauca,maiz,2011,2011A,98.0,95.0,134.0,1.41,transitorio
cauca,maiz,2011,2011A,95.0,90.0,162.0,1.8,transitorio
cauca,maiz,2011,2011A,90.0,60.0,60.0,1.0,transitorio
cauca,maiz,2011,2011A,90.0,61.0,159.0,2.6,transitorio
cauca,maiz,2011,2011A,85.0,79.0,95.0,1.2,transitorio
cauca,maiz,2011,2011A,80.0,78.0,78.0,1.0,transitorio
cauca,maiz,2011,2011A,80.0,20.0,28.0,1.4,transitorio
cauca,maiz,2011,2011A,80.0,60.0,90.0,1.5,transitorio
cauca,maiz,2011,2011A,71.0,55.0,70.0,1.27,transitorio
cauca,maiz,2011,2011A,70.0,60.0,60.0,1.0,transitorio
cauca,maiz,2011,2011A,60.0,60.0,72.0,1.2,transitorio
cauca,maiz,2011,2011A,60.0,60.0,72.0,1.2,transitorio
cauca,maiz,2011,2011A,57.0,54.0,81.0,1.5,transitorio
cauca,maiz,2011,2011A,47.0,44.0,70.0,1.6,transitorio
cauca,maiz,2011,2011A,37.0,37.0,50.0,1.34,transitorio
cauca,maiz,2011,2011A,32.0,32.0,79.0,2.5,transitorio
cauca,maiz,2011,2011A,30.0,29.0,70.0,2.44,transitorio
cauca,maiz,2011,2011A,20.0,20.0,24.0,1.2,transitorio
cauca,maiz,2011,2011A,18.0,15.0,15.0,1.0,transitorio
cauca,maiz,2011,2011A,16.0,13.0,17.0,1.33,transitorio
cauca,maiz,2011,2011A,14.0,14.0,21.0,1.5,transitorio
cauca,maiz,2011,2011A,12.0,9.0,15.0,1.7,transitorio
cauca,maiz,2011,2011A,9.0,9.0,9.0,1.0,transitorio
cauca,maiz,2011,2011A,7.0,5.0,8.0,1.6,transitorio
cauca,maiz,2011,2011A,5.0,5.0,11.0,2.0,transitorio
cauca,maiz,2011,2011A,4.0,3.0,6.0,2.0,transitorio
cauca,maiz,2011,2011A,2.0,2.0,2.0,1.0,transitorio
cesar,maiz,2011,2011A,3032.0,2782.0,5008.0,1.8,transitorio
cesar,maiz,2011,2011A,1600.0,1200.0,1920.0,1.6,transitorio
cesar,maiz,2011,2011A,1455.0,1200.0,1200.0,1.0,transitorio
cesar,maiz,2011,2011A,930.0,620.0,744.0,1.2,transitorio
cesar,maiz,2011,2011A,915.0,915.0,1373.0,1.5,transitorio
cesar,maiz,2011,2011A,850.0,300.0,450.0,1.5,transitorio
cesar,maiz,2011,2011A,825.0,671.0,805.0,1.2,transitorio
cesar,maiz,2011,2011A,800.0,500.0,900.0,1.8,transitorio
cesar,maiz,2011,2011A,700.0,380.0,570.0,1.5,transitorio
cesar,maiz,2011,2011A,650.0,600.0,780.0,1.3,transitorio
cesar,maiz,2011,2011A,450.0,300.0,360.0,1.2,transitorio
cesar,maiz,2011,2011A,420.0,300.0,360.0,1.2,transitorio
cesar,maiz,2011,2011A,400.0,300.0,600.0,2.0,transitorio
cesar,maiz,2011,2011A,375.0,260.0,390.0,1.5,transitorio
cesar,maiz,2011,2011A,350.0,250.0,250.0,1.0,transitorio
cesar,maiz,2011,2011A,350.0,280.0,420.0,1.5,transitorio
cesar,maiz,2011,2011A,318.0,225.0,383.0,1.7,transitorio
cesar,maiz,2011,2011A,300.0,150.0,180.0,1.2,transitorio
cesar,maiz,2011,2011A,200.0,180.0,234.0,1.3,transitorio
cesar,maiz,2011,2011A,150.0,120.0,216.0,1.8,transitorio
cesar,maiz,2011,2011A,120.0,20.0,20.0,1.0,transitorio
cesar,maiz,2011,2011A,29.0,27.0,41.0,1.5,transitorio
choco,maiz,2011,2011A,1453.0,1250.0,1250.0,1.0,transitorio
choco,maiz,2011,2011A,1020.0,1020.0,612.0,0.6,transitorio
choco,maiz,2011,2011A,950.0,950.0,475.0,0.5,transitorio
choco,maiz,2011,2011A,800.0,640.0,320.0,0.5,transitorio
choco,maiz,2011,2011A,620.0,600.0,1410.0,2.35,transitorio
choco,maiz,2011,2011A,320.0,320.0,160.0,0.5,transitorio
choco,maiz,2011,2011A,205.0,205.0,103.0,0.5,transitorio
choco,maiz,2011,2011A,180.0,180.0,90.0,0.5,transitorio
choco,maiz,2011,2011A,160.0,160.0,80.0,0.5,transitorio
choco,maiz,2011,2011A,156.0,156.0,312.0,2.0,transitorio
choco,maiz,2011,2011A,137.0,137.0,216.0,1.58,transitorio
choco,maiz,2011,2011A,130.0,130.0,65.0,0.5,transitorio
choco,maiz,2011,2011A,125.0,125.0,63.0,0.5,transitorio
choco,maiz,2011,2011A,120.0,120.0,60.0,0.5,transitorio
choco,maiz,2011,2011A,100.0,100.0,50.0,0.5,transitorio
choco,maiz,2011,2011A,100.0,80.0,160.0,2.0,transitorio
choco,maiz,2011,2011A,100.0,100.0,50.0,0.5,transitorio
choco,maiz,2011,2011A,85.0,85.0,43.0,0.5,transitorio
choco,maiz,2011,2011A,81.0,33.0,17.0,0.5,transitorio
choco,maiz,2011,2011A,80.0,80.0,40.0,0.5,transitorio
choco,maiz,2011,2011A,70.0,70.0,35.0,0.5,transitorio
choco,maiz,2011,2011A,65.0,65.0,33.0,0.5,transitorio
choco,maiz,2011,2011A,65.0,65.0,46.0,0.7,transitorio
choco,maiz,2011,2011A,50.0,50.0,50.0,1.0,transitorio
choco,maiz,2011,2011A,35.0,35.0,18.0,0.5,transitorio
choco,maiz,2011,2011A,18.0,18.0,9.0,0.5,transitorio
choco,maiz,2011,2011A,15.0,15.0,8.0,0.5,transitorio
choco,maiz,2011,2011A,10.0,8.0,4.0,0.5,transitorio
choco,maiz,2011,2011A,10.0,10.0,5.0,0.5,transitorio
choco,maiz,2011,2011A,10.0,10.0,4.0,0.4,transitorio
cordoba,maiz,2011,2011A,4453.0,4453.0,9505.0,2.13,transitorio
cordoba,maiz,2011,2011A,2600.0,2400.0,4800.0,2.0,transitorio
cordoba,maiz,2011,2011A,1460.0,1300.0,1715.0,1.32,transitorio
cordoba,maiz,2011,2011A,1280.0,1230.0,1845.0,1.5,transitorio
cordoba,maiz,2011,2011A,1200.0,1100.0,1870.0,1.7,transitorio
cordoba,maiz,2011,2011A,1105.0,995.0,995.0,1.0,transitorio
cordoba,maiz,2011,2011A,968.0,968.0,1932.0,2.0,transitorio
cordoba,maiz,2011,2011A,920.0,915.0,1281.0,1.4,transitorio
cordoba,maiz,2011,2011A,700.0,660.0,1320.0,2.0,transitorio
cordoba,maiz,2011,2011A,678.0,599.0,1344.0,2.24,transitorio
cordoba,maiz,2011,2011A,610.0,370.0,370.0,1.0,transitorio
cordoba,maiz,2011,2011A,600.0,595.0,1405.0,2.36,transitorio
cordoba,maiz,2011,2011A,517.0,507.0,1217.0,2.4,transitorio
cordoba,maiz,2011,2011A,480.0,465.0,698.0,1.5,transitorio
cordoba,maiz,2011,2011A,433.0,432.0,605.0,1.4,transitorio
cordoba,maiz,2011,2011A,422.0,422.0,490.0,1.16,transitorio
cordoba,maiz,2011,2011A,400.0,350.0,368.0,1.05,transitorio
cordoba,maiz,2011,2011A,306.0,290.0,522.0,1.8,transitorio
cordoba,maiz,2011,2011A,265.0,265.0,663.0,2.5,transitorio
cordoba,maiz,2011,2011A,250.0,225.0,356.0,1.58,transitorio
cordoba,maiz,2011,2011A,246.0,207.0,667.0,3.22,transitorio
cordoba,maiz,2011,2011A,230.0,140.0,295.0,2.11,transitorio
cordoba,maiz,2011,2011A,230.0,230.0,506.0,2.2,transitorio
cordoba,maiz,2011,2011A,180.0,165.0,198.0,1.2,transitorio
cordoba,maiz,2011,2011A,130.0,40.0,60.0,1.5,transitorio
cordoba,maiz,2011,2011A,76.0,70.0,105.0,1.5,transitorio
cordoba,maiz,2011,2011A,60.0,55.0,94.0,1.7,transitorio
cordoba,maiz,2011,2011A,5.0,5.0,8.0,1.5,transitorio
cundinamarca,maiz,2011,2011A,1750.0,1650.0,2640.0,1.6,transitorio
cundinamarca,maiz,2011,2011A,1254.0,913.0,1060.0,1.16,transitorio
cundinamarca,maiz,2011,2011A,850.0,850.0,1080.0,1.27,transitorio
cundinamarca,maiz,2011,2011A,820.0,820.0,1312.0,1.6,transitorio
cundinamarca,maiz,2011,2011A,722.0,397.0,600.0,1.51,transitorio
cundinamarca,maiz,2011,2011A,650.0,340.0,410.0,1.21,transitorio
cundinamarca,maiz,2011,2011A,550.0,490.0,735.0,1.5,transitorio
cundinamarca,maiz,2011,2011A,540.0,380.0,684.0,1.8,transitorio
cundinamarca,maiz,2011,2011A,520.0,520.0,936.0,1.8,transitorio
cundinamarca,maiz,2011,2011A,410.0,400.0,183.0,0.46,transitorio
cundinamarca,maiz,2011,2011A,400.0,200.0,200.0,1.0,transitorio
cundinamarca,maiz,2011,2011A,350.0,320.0,224.0,0.7,transitorio
cundinamarca,maiz,2011,2011A,310.0,90.0,135.0,1.5,transitorio
cundinamarca,maiz,2011,2011A,300.0,280.0,400.0,1.43,transitorio
cundinamarca,maiz,2011,2011A,295.0,294.0,441.0,1.5,transitorio
cundinamarca,maiz,2011,2011A,280.0,200.0,100.0,0.5,transitorio
cundinamarca,maiz,2011,2011A,215.0,214.0,280.0,1.31,transitorio
cundinamarca,maiz,2011,2011A,180.0,180.0,180.0,1.0,transitorio
cundinamarca,maiz,2011,2011A,150.0,75.0,143.0,1.9,transitorio
cundinamarca,maiz,2011,2011A,146.0,143.0,143.0,1.0,transitorio
cundinamarca,maiz,2011,2011A,140.0,140.0,140.0,1.0,transitorio
cundinamarca,maiz,2011,2011A,125.0,120.0,164.0,1.37,transitorio
cundinamarca,maiz,2011,2011A,120.0,60.0,84.0,1.4,transitorio
cundinamarca,maiz,2011,2011A,120.0,120.0,120.0,1.0,transitorio
